Domain,QID,Tone,Run 1,Run 2,Run 3
stem,1,Very Friendly,0,0,0
stem,1,Friendly,0,0,0
stem,1,Neutral,0,0,0
stem,1,Rude,0,0,0
stem,1,Very Rude,0,0,0
stem,15,Very Friendly,100,100,100
stem,15,Friendly,100,100,100
stem,15,Neutral,100,100,100
stem,15,Rude,100,100,100
stem,15,Very Rude,100,100,100
stem,31,Very Friendly,0,0,0
stem,31,Friendly,0,0,0
stem,31,Neutral,0,0,0
stem,31,Rude,0,0,0
stem,31,Very Rude,0,0,0
stem,33,Very Friendly,100,100,100
stem,33,Friendly,100,100,100
stem,33,Neutral,100,100,100
stem,33,Rude,100,100,100
stem,33,Very Rude,100,100,100
stem,45,Very Friendly,0,0,0
stem,45,Friendly,0,0,0
stem,45,Neutral,0,0,0
stem,45,Rude,0,0,0
stem,45,Very Rude,0,0,0
stem,46,Very Friendly,0,0,0
stem,46,Friendly,0,0,0
stem,46,Neutral,0,0,0
stem,46,Rude,0,0,0
stem,46,Very Rude,0,0,0
stem,52,Very Friendly,100,100,100
stem,52,Friendly,100,100,100
stem,52,Neutral,100,100,100
stem,52,Rude,100,100,100
stem,52,Very Rude,100,100,100
stem,53,Very Friendly,0,0,0
stem,53,Friendly,0,0,0
stem,53,Neutral,0,0,0
stem,53,Rude,0,0,0
stem,53,Very Rude,0,0,0
stem,57,Very Friendly,0,0,0
stem,57,Friendly,0,0,0
stem,57,Neutral,0,0,0
stem,57,Rude,0,0,0
stem,57,Very Rude,0,0,0
stem,64,Very Friendly,0,0,0
stem,64,Friendly,0,0,0
stem,64,Neutral,0,0,0
stem,64,Rude,0,0,0
stem,64,Very Rude,0,0,0
stem,68,Very Friendly,0,0,0
stem,68,Friendly,0,0,0
stem,68,Neutral,0,0,0
stem,68,Rude,0,0,0
stem,68,Very Rude,0,0,0
stem,71,Very Friendly,100,100,100
stem,71,Friendly,0,0,0
stem,71,Neutral,100,100,100
stem,71,Rude,100,100,100
stem,71,Very Rude,100,100,100
stem,74,Very Friendly,100,100,100
stem,74,Friendly,100,100,100
stem,74,Neutral,100,100,100
stem,74,Rude,100,100,100
stem,74,Very Rude,100,100,100
stem,81,Very Friendly,0,0,0
stem,81,Friendly,0,0,0
stem,81,Neutral,0,0,0
stem,81,Rude,0,0,0
stem,81,Very Rude,0,0,0
stem,89,Very Friendly,0,0,0
stem,89,Friendly,0,0,0
stem,89,Neutral,0,0,0
stem,89,Rude,0,0,0
stem,89,Very Rude,0,0,0
stem,94,Very Friendly,0,0,0
stem,94,Friendly,100,100,100
stem,94,Neutral,100,100,100
stem,94,Rude,0,0,0
stem,94,Very Rude,0,0,0
stem,103,Very Friendly,100,100,100
stem,103,Friendly,100,100,100
stem,103,Neutral,100,100,100
stem,103,Rude,100,100,100
stem,103,Very Rude,100,100,100
stem,109,Very Friendly,0,0,0
stem,109,Friendly,0,0,0
stem,109,Neutral,0,0,0
stem,109,Rude,0,0,0
stem,109,Very Rude,0,0,0
stem,112,Very Friendly,0,0,0
stem,112,Friendly,0,0,0
stem,112,Neutral,0,0,0
stem,112,Rude,0,0,0
stem,112,Very Rude,0,0,0
stem,121,Very Friendly,100,100,100
stem,121,Friendly,100,100,100
stem,121,Neutral,100,100,100
stem,121,Rude,100,100,100
stem,121,Very Rude,100,100,100
stem,125,Very Friendly,0,0,0
stem,125,Friendly,0,0,0
stem,125,Neutral,0,0,0
stem,125,Rude,0,0,0
stem,125,Very Rude,0,0,0
stem,135,Very Friendly,0,0,0
stem,135,Friendly,0,0,0
stem,135,Neutral,0,0,0
stem,135,Rude,0,0,0
stem,135,Very Rude,0,0,0
stem,140,Very Friendly,100,100,100
stem,140,Friendly,100,100,100
stem,140,Neutral,100,100,100
stem,140,Rude,100,100,100
stem,140,Very Rude,100,100,100
stem,142,Very Friendly,0,0,0
stem,142,Friendly,0,0,0
stem,142,Neutral,0,0,0
stem,142,Rude,0,0,0
stem,142,Very Rude,0,0,0
stem,145,Very Friendly,100,100,100
stem,145,Friendly,100,100,100
stem,145,Neutral,100,100,100
stem,145,Rude,100,100,100
stem,145,Very Rude,100,100,100
stem,150,Very Friendly,0,0,0
stem,150,Friendly,0,0,0
stem,150,Neutral,0,0,0
stem,150,Rude,100,100,100
stem,150,Very Rude,0,0,0
stem,153,Very Friendly,100,100,100
stem,153,Friendly,100,100,100
stem,153,Neutral,100,100,100
stem,153,Rude,100,100,100
stem,153,Very Rude,100,100,100
stem,163,Very Friendly,100,100,100
stem,163,Friendly,100,100,100
stem,163,Neutral,100,100,100
stem,163,Rude,100,100,100
stem,163,Very Rude,100,100,100
stem,171,Very Friendly,0,0,0
stem,171,Friendly,0,0,0
stem,171,Neutral,0,0,0
stem,171,Rude,0,0,0
stem,171,Very Rude,0,0,0
stem,174,Very Friendly,0,0,0
stem,174,Friendly,0,0,0
stem,174,Neutral,0,0,0
stem,174,Rude,0,0,0
stem,174,Very Rude,0,0,0
stem,175,Very Friendly,0,0,0
stem,175,Friendly,0,0,0
stem,175,Neutral,0,0,0
stem,175,Rude,0,0,0
stem,175,Very Rude,100,100,100
stem,176,Very Friendly,100,100,100
stem,176,Friendly,100,100,100
stem,176,Neutral,100,100,100
stem,176,Rude,100,100,100
stem,176,Very Rude,0,0,0
stem,178,Very Friendly,100,100,100
stem,178,Friendly,100,100,100
stem,178,Neutral,100,100,100
stem,178,Rude,100,100,100
stem,178,Very Rude,100,100,100
stem,179,Very Friendly,100,100,100
stem,179,Friendly,100,100,100
stem,179,Neutral,100,100,100
stem,179,Rude,100,100,100
stem,179,Very Rude,100,100,100
stem,184,Very Friendly,100,100,100
stem,184,Friendly,100,100,100
stem,184,Neutral,100,100,100
stem,184,Rude,100,100,100
stem,184,Very Rude,100,100,100
stem,185,Very Friendly,0,0,0
stem,185,Friendly,0,0,0
stem,185,Neutral,0,0,0
stem,185,Rude,0,0,0
stem,185,Very Rude,0,0,0
stem,189,Very Friendly,0,0,0
stem,189,Friendly,100,100,100
stem,189,Neutral,0,0,0
stem,189,Rude,100,100,100
stem,189,Very Rude,100,100,100
stem,193,Very Friendly,0,0,0
stem,193,Friendly,0,0,0
stem,193,Neutral,0,0,0
stem,193,Rude,0,0,0
stem,193,Very Rude,0,0,0
stem,195,Very Friendly,0,0,0
stem,195,Friendly,0,0,0
stem,195,Neutral,0,0,0
stem,195,Rude,0,0,0
stem,195,Very Rude,100,100,100
stem,197,Very Friendly,0,0,0
stem,197,Friendly,0,0,0
stem,197,Neutral,100,100,100
stem,197,Rude,0,0,0
stem,197,Very Rude,0,0,0
stem,204,Very Friendly,0,0,0
stem,204,Friendly,100,100,100
stem,204,Neutral,0,0,0
stem,204,Rude,100,100,100
stem,204,Very Rude,0,0,0
stem,212,Very Friendly,100,100,100
stem,212,Friendly,100,100,100
stem,212,Neutral,0,0,0
stem,212,Rude,100,100,100
stem,212,Very Rude,0,0,0
stem,219,Very Friendly,100,100,100
stem,219,Friendly,100,100,100
stem,219,Neutral,100,100,100
stem,219,Rude,100,100,100
stem,219,Very Rude,100,100,100
stem,234,Very Friendly,100,100,100
stem,234,Friendly,100,100,100
stem,234,Neutral,100,100,100
stem,234,Rude,100,100,100
stem,234,Very Rude,100,100,100
stem,240,Very Friendly,100,100,100
stem,240,Friendly,0,0,0
stem,240,Neutral,0,0,0
stem,240,Rude,0,0,0
stem,240,Very Rude,100,100,100
stem,247,Very Friendly,100,100,100
stem,247,Friendly,100,100,100
stem,247,Neutral,100,100,100
stem,247,Rude,100,100,100
stem,247,Very Rude,100,100,100
stem,252,Very Friendly,100,100,100
stem,252,Friendly,100,100,100
stem,252,Neutral,100,100,100
stem,252,Rude,100,100,100
stem,252,Very Rude,100,100,100
stem,255,Very Friendly,0,0,0
stem,255,Friendly,0,0,0
stem,255,Neutral,100,100,100
stem,255,Rude,0,0,0
stem,255,Very Rude,0,0,0
stem,257,Very Friendly,100,100,100
stem,257,Friendly,100,100,100
stem,257,Neutral,100,100,100
stem,257,Rude,100,100,100
stem,257,Very Rude,0,0,0
stem,258,Very Friendly,100,100,100
stem,258,Friendly,100,100,100
stem,258,Neutral,100,100,100
stem,258,Rude,100,100,100
stem,258,Very Rude,100,100,100
stem,267,Very Friendly,100,100,100
stem,267,Friendly,100,100,100
stem,267,Neutral,100,100,100
stem,267,Rude,100,100,100
stem,267,Very Rude,100,100,100
stem,271,Very Friendly,100,100,100
stem,271,Friendly,100,100,100
stem,271,Neutral,100,100,100
stem,271,Rude,100,100,100
stem,271,Very Rude,100,100,100
stem,290,Very Friendly,0,0,0
stem,290,Friendly,0,0,0
stem,290,Neutral,0,0,0
stem,290,Rude,0,0,0
stem,290,Very Rude,0,0,0
stem,292,Very Friendly,100,100,100
stem,292,Friendly,100,100,100
stem,292,Neutral,100,100,100
stem,292,Rude,100,100,100
stem,292,Very Rude,100,100,100
stem,297,Very Friendly,100,100,100
stem,297,Friendly,100,100,100
stem,297,Neutral,100,100,100
stem,297,Rude,100,100,100
stem,297,Very Rude,100,100,100
stem,299,Very Friendly,0,0,0
stem,299,Friendly,0,0,0
stem,299,Neutral,0,0,0
stem,299,Rude,0,0,0
stem,299,Very Rude,0,0,0
stem,300,Very Friendly,0,0,0
stem,300,Friendly,100,100,100
stem,300,Neutral,100,100,100
stem,300,Rude,100,100,100
stem,300,Very Rude,100,100,100
stem,310,Very Friendly,0,0,0
stem,310,Friendly,0,0,0
stem,310,Neutral,0,0,0
stem,310,Rude,0,0,0
stem,310,Very Rude,0,0,0
stem,314,Very Friendly,100,100,100
stem,314,Friendly,100,100,100
stem,314,Neutral,100,100,100
stem,314,Rude,100,100,100
stem,314,Very Rude,100,100,100
stem,315,Very Friendly,100,100,100
stem,315,Friendly,100,100,100
stem,315,Neutral,100,100,100
stem,315,Rude,100,100,100
stem,315,Very Rude,100,100,100
stem,319,Very Friendly,100,100,100
stem,319,Friendly,100,100,100
stem,319,Neutral,100,100,100
stem,319,Rude,100,100,100
stem,319,Very Rude,100,100,100
stem,322,Very Friendly,100,100,100
stem,322,Friendly,100,100,100
stem,322,Neutral,100,100,100
stem,322,Rude,100,100,100
stem,322,Very Rude,100,100,100
stem,323,Very Friendly,100,100,100
stem,323,Friendly,0,0,0
stem,323,Neutral,0,0,0
stem,323,Rude,0,0,0
stem,323,Very Rude,0,0,0
stem,325,Very Friendly,100,100,100
stem,325,Friendly,100,100,100
stem,325,Neutral,100,100,100
stem,325,Rude,100,100,100
stem,325,Very Rude,100,100,100
stem,326,Very Friendly,0,0,0
stem,326,Friendly,0,0,0
stem,326,Neutral,0,0,0
stem,326,Rude,0,0,0
stem,326,Very Rude,0,0,0
stem,332,Very Friendly,0,0,0
stem,332,Friendly,0,0,0
stem,332,Neutral,0,0,0
stem,332,Rude,0,0,0
stem,332,Very Rude,0,0,0
stem,333,Very Friendly,100,100,100
stem,333,Friendly,100,100,100
stem,333,Neutral,100,100,100
stem,333,Rude,100,100,100
stem,333,Very Rude,100,100,100
stem,344,Very Friendly,0,0,0
stem,344,Friendly,0,0,0
stem,344,Neutral,0,0,0
stem,344,Rude,0,0,0
stem,344,Very Rude,0,0,0
stem,355,Very Friendly,0,0,0
stem,355,Friendly,0,0,0
stem,355,Neutral,0,0,0
stem,355,Rude,0,0,0
stem,355,Very Rude,0,0,0
stem,369,Very Friendly,100,100,100
stem,369,Friendly,0,0,0
stem,369,Neutral,100,100,100
stem,369,Rude,100,100,100
stem,369,Very Rude,100,100,100
stem,371,Very Friendly,0,0,0
stem,371,Friendly,0,0,0
stem,371,Neutral,0,0,0
stem,371,Rude,0,0,0
stem,371,Very Rude,0,0,0
stem,394,Very Friendly,100,100,100
stem,394,Friendly,100,100,100
stem,394,Neutral,100,100,100
stem,394,Rude,100,100,100
stem,394,Very Rude,100,100,100
stem,403,Very Friendly,100,100,100
stem,403,Friendly,100,100,100
stem,403,Neutral,0,0,0
stem,403,Rude,100,100,100
stem,403,Very Rude,0,0,0
stem,409,Very Friendly,100,100,100
stem,409,Friendly,100,100,100
stem,409,Neutral,100,100,100
stem,409,Rude,100,100,100
stem,409,Very Rude,100,100,100
stem,411,Very Friendly,100,100,100
stem,411,Friendly,100,100,100
stem,411,Neutral,100,100,100
stem,411,Rude,0,0,0
stem,411,Very Rude,100,100,100
stem,412,Very Friendly,100,100,100
stem,412,Friendly,100,100,100
stem,412,Neutral,100,100,100
stem,412,Rude,100,100,100
stem,412,Very Rude,100,100,100
stem,415,Very Friendly,0,0,0
stem,415,Friendly,0,0,0
stem,415,Neutral,0,0,0
stem,415,Rude,0,0,0
stem,415,Very Rude,100,100,100
stem,417,Very Friendly,0,0,0
stem,417,Friendly,0,0,0
stem,417,Neutral,0,0,0
stem,417,Rude,0,0,0
stem,417,Very Rude,0,0,0
stem,424,Very Friendly,100,100,100
stem,424,Friendly,100,100,100
stem,424,Neutral,100,100,100
stem,424,Rude,100,100,100
stem,424,Very Rude,100,100,100
stem,431,Very Friendly,100,100,100
stem,431,Friendly,100,100,100
stem,431,Neutral,100,100,100
stem,431,Rude,100,100,100
stem,431,Very Rude,100,100,100
stem,433,Very Friendly,0,0,0
stem,433,Friendly,0,0,0
stem,433,Neutral,0,0,0
stem,433,Rude,0,0,0
stem,433,Very Rude,0,0,0
stem,434,Very Friendly,0,0,0
stem,434,Friendly,0,0,0
stem,434,Neutral,0,0,0
stem,434,Rude,0,0,0
stem,434,Very Rude,0,0,0
stem,437,Very Friendly,100,100,100
stem,437,Friendly,100,100,100
stem,437,Neutral,100,100,100
stem,437,Rude,100,100,100
stem,437,Very Rude,100,100,100
stem,440,Very Friendly,0,0,0
stem,440,Friendly,0,0,0
stem,440,Neutral,0,0,0
stem,440,Rude,0,0,0
stem,440,Very Rude,0,0,0
stem,444,Very Friendly,100,100,100
stem,444,Friendly,0,0,0
stem,444,Neutral,0,0,0
stem,444,Rude,100,100,100
stem,444,Very Rude,100,100,100
stem,450,Very Friendly,0,0,0
stem,450,Friendly,0,0,0
stem,450,Neutral,100,100,100
stem,450,Rude,0,0,0
stem,450,Very Rude,100,100,100
stem,451,Very Friendly,0,0,0
stem,451,Friendly,0,0,0
stem,451,Neutral,0,0,0
stem,451,Rude,0,0,0
stem,451,Very Rude,0,0,0
stem,458,Very Friendly,100,100,100
stem,458,Friendly,100,100,100
stem,458,Neutral,100,100,100
stem,458,Rude,100,100,100
stem,458,Very Rude,100,100,100
stem,464,Very Friendly,100,100,100
stem,464,Friendly,100,100,100
stem,464,Neutral,100,100,100
stem,464,Rude,100,100,100
stem,464,Very Rude,100,100,100
stem,472,Very Friendly,100,100,100
stem,472,Friendly,100,100,100
stem,472,Neutral,100,100,100
stem,472,Rude,100,100,100
stem,472,Very Rude,100,100,100
stem,479,Very Friendly,100,100,100
stem,479,Friendly,100,100,100
stem,479,Neutral,100,100,100
stem,479,Rude,100,100,100
stem,479,Very Rude,100,100,100
stem,480,Very Friendly,0,0,0
stem,480,Friendly,100,100,100
stem,480,Neutral,100,100,100
stem,480,Rude,100,100,100
stem,480,Very Rude,100,100,100
stem,486,Very Friendly,100,100,100
stem,486,Friendly,100,100,100
stem,486,Neutral,100,100,100
stem,486,Rude,0,0,0
stem,486,Very Rude,0,0,0
stem,487,Very Friendly,100,100,100
stem,487,Friendly,100,100,100
stem,487,Neutral,100,100,100
stem,487,Rude,100,100,100
stem,487,Very Rude,100,100,100
stem,496,Very Friendly,0,0,0
stem,496,Friendly,0,0,0
stem,496,Neutral,0,0,0
stem,496,Rude,0,0,0
stem,496,Very Rude,0,0,0
stem,507,Very Friendly,100,100,100
stem,507,Friendly,100,100,100
stem,507,Neutral,100,100,100
stem,507,Rude,100,100,100
stem,507,Very Rude,100,100,100
stem,508,Very Friendly,100,100,100
stem,508,Friendly,100,100,100
stem,508,Neutral,100,100,100
stem,508,Rude,100,100,100
stem,508,Very Rude,100,100,100
stem,512,Very Friendly,100,100,100
stem,512,Friendly,100,100,100
stem,512,Neutral,100,100,100
stem,512,Rude,100,100,100
stem,512,Very Rude,100,100,100
stem,528,Very Friendly,100,100,100
stem,528,Friendly,100,100,100
stem,528,Neutral,100,100,100
stem,528,Rude,100,100,100
stem,528,Very Rude,100,100,100
stem,529,Very Friendly,100,100,100
stem,529,Friendly,100,100,100
stem,529,Neutral,100,100,100
stem,529,Rude,100,100,100
stem,529,Very Rude,100,100,100
stem,533,Very Friendly,100,100,100
stem,533,Friendly,100,100,100
stem,533,Neutral,100,100,100
stem,533,Rude,100,100,100
stem,533,Very Rude,100,100,100
stem,536,Very Friendly,100,100,100
stem,536,Friendly,100,100,100
stem,536,Neutral,100,100,100
stem,536,Rude,100,100,100
stem,536,Very Rude,100,100,100
stem,545,Very Friendly,0,0,0
stem,545,Friendly,0,0,0
stem,545,Neutral,0,0,0
stem,545,Rude,0,0,0
stem,545,Very Rude,0,0,0
stem,555,Very Friendly,100,100,100
stem,555,Friendly,100,100,100
stem,555,Neutral,100,100,100
stem,555,Rude,100,100,100
stem,555,Very Rude,100,100,100
stem,556,Very Friendly,100,100,100
stem,556,Friendly,100,100,100
stem,556,Neutral,100,100,100
stem,556,Rude,100,100,100
stem,556,Very Rude,100,100,100
stem,558,Very Friendly,0,0,0
stem,558,Friendly,0,0,0
stem,558,Neutral,0,0,0
stem,558,Rude,0,0,0
stem,558,Very Rude,0,0,0
stem,565,Very Friendly,100,100,100
stem,565,Friendly,100,100,100
stem,565,Neutral,100,100,100
stem,565,Rude,100,100,100
stem,565,Very Rude,100,100,100
stem,566,Very Friendly,0,0,0
stem,566,Friendly,0,0,0
stem,566,Neutral,0,0,0
stem,566,Rude,0,0,0
stem,566,Very Rude,0,0,0
stem,568,Very Friendly,0,0,0
stem,568,Friendly,0,0,0
stem,568,Neutral,0,0,0
stem,568,Rude,0,0,0
stem,568,Very Rude,0,0,0
stem,569,Very Friendly,100,100,100
stem,569,Friendly,100,100,100
stem,569,Neutral,100,100,100
stem,569,Rude,100,100,100
stem,569,Very Rude,100,100,100
stem,573,Very Friendly,0,0,0
stem,573,Friendly,0,0,0
stem,573,Neutral,0,0,0
stem,573,Rude,0,0,0
stem,573,Very Rude,0,0,0
stem,582,Very Friendly,0,0,0
stem,582,Friendly,0,0,0
stem,582,Neutral,0,0,0
stem,582,Rude,0,0,0
stem,582,Very Rude,0,0,0
stem,583,Very Friendly,0,0,0
stem,583,Friendly,0,0,0
stem,583,Neutral,0,0,0
stem,583,Rude,0,0,0
stem,583,Very Rude,0,0,0
stem,595,Very Friendly,100,100,100
stem,595,Friendly,100,100,100
stem,595,Neutral,100,100,100
stem,595,Rude,100,100,100
stem,595,Very Rude,100,100,100
stem,599,Very Friendly,0,0,0
stem,599,Friendly,0,0,0
stem,599,Neutral,0,0,0
stem,599,Rude,0,0,0
stem,599,Very Rude,0,0,0
stem,600,Very Friendly,100,100,100
stem,600,Friendly,100,100,100
stem,600,Neutral,0,0,0
stem,600,Rude,0,0,0
stem,600,Very Rude,100,100,100
stem,603,Very Friendly,100,100,100
stem,603,Friendly,100,100,100
stem,603,Neutral,100,100,100
stem,603,Rude,100,100,100
stem,603,Very Rude,100,100,100
stem,606,Very Friendly,100,100,100
stem,606,Friendly,100,100,100
stem,606,Neutral,100,100,100
stem,606,Rude,100,100,100
stem,606,Very Rude,100,100,100
stem,613,Very Friendly,100,100,100
stem,613,Friendly,100,100,100
stem,613,Neutral,100,100,100
stem,613,Rude,100,100,100
stem,613,Very Rude,100,100,100
stem,622,Very Friendly,100,100,100
stem,622,Friendly,100,100,100
stem,622,Neutral,100,100,100
stem,622,Rude,100,100,100
stem,622,Very Rude,100,100,100
stem,638,Very Friendly,0,0,0
stem,638,Friendly,0,0,0
stem,638,Neutral,0,0,0
stem,638,Rude,0,0,0
stem,638,Very Rude,0,0,0
stem,643,Very Friendly,0,0,0
stem,643,Friendly,0,0,0
stem,643,Neutral,0,0,0
stem,643,Rude,0,0,0
stem,643,Very Rude,0,0,0
stem,651,Very Friendly,0,0,0
stem,651,Friendly,0,0,0
stem,651,Neutral,0,0,0
stem,651,Rude,0,0,0
stem,651,Very Rude,0,0,0
stem,652,Very Friendly,100,100,100
stem,652,Friendly,100,100,100
stem,652,Neutral,100,100,100
stem,652,Rude,100,100,100
stem,652,Very Rude,100,100,100
stem,671,Very Friendly,100,100,100
stem,671,Friendly,100,100,100
stem,671,Neutral,100,100,100
stem,671,Rude,100,100,100
stem,671,Very Rude,100,100,100
stem,679,Very Friendly,0,0,0
stem,679,Friendly,0,0,0
stem,679,Neutral,0,0,0
stem,679,Rude,0,0,0
stem,679,Very Rude,0,0,0
stem,680,Very Friendly,0,0,0
stem,680,Friendly,0,0,0
stem,680,Neutral,0,0,0
stem,680,Rude,0,0,0
stem,680,Very Rude,0,0,0
