Domain,QID,Tone,Run 1,Run 2,Run 3
stem,681,Very Friendly,0,0,0
stem,681,Friendly,0,0,0
stem,681,Neutral,0,0,0
stem,681,Rude,0,0,0
stem,681,Very Rude,0,0,0
stem,683,Very Friendly,0,0,0
stem,683,Friendly,0,0,0
stem,683,Neutral,0,0,0
stem,683,Rude,0,0,0
stem,683,Very Rude,0,0,0
stem,686,Very Friendly,0,0,0
stem,686,Friendly,0,0,0
stem,686,Neutral,0,0,0
stem,686,Rude,0,0,0
stem,686,Very Rude,0,0,0
stem,694,Very Friendly,0,0,0
stem,694,Friendly,0,0,0
stem,694,Neutral,0,0,0
stem,694,Rude,0,0,0
stem,694,Very Rude,0,0,0
stem,696,Very Friendly,0,0,0
stem,696,Friendly,0,0,0
stem,696,Neutral,0,0,0
stem,696,Rude,0,0,0
stem,696,Very Rude,0,0,0
stem,701,Very Friendly,100,100,100
stem,701,Friendly,100,100,100
stem,701,Neutral,100,100,100
stem,701,Rude,100,100,100
stem,701,Very Rude,100,100,100
stem,719,Very Friendly,0,0,0
stem,719,Friendly,0,0,0
stem,719,Neutral,0,0,0
stem,719,Rude,0,0,0
stem,719,Very Rude,0,0,0
stem,728,Very Friendly,0,0,0
stem,728,Friendly,0,0,0
stem,728,Neutral,0,0,0
stem,728,Rude,0,0,0
stem,728,Very Rude,0,0,0
stem,745,Very Friendly,100,100,100
stem,745,Friendly,100,100,100
stem,745,Neutral,100,100,100
stem,745,Rude,100,100,100
stem,745,Very Rude,100,100,100
stem,747,Very Friendly,100,100,100
stem,747,Friendly,100,100,100
stem,747,Neutral,100,100,100
stem,747,Rude,100,100,100
stem,747,Very Rude,100,100,100
stem,757,Very Friendly,0,0,0
stem,757,Friendly,0,0,0
stem,757,Neutral,0,0,0
stem,757,Rude,0,0,0
stem,757,Very Rude,0,0,0
stem,760,Very Friendly,100,100,100
stem,760,Friendly,100,100,100
stem,760,Neutral,100,100,100
stem,760,Rude,0,0,0
stem,760,Very Rude,100,100,100
stem,762,Very Friendly,0,0,0
stem,762,Friendly,0,0,0
stem,762,Neutral,0,0,0
stem,762,Rude,0,0,0
stem,762,Very Rude,0,0,0
stem,765,Very Friendly,0,0,0
stem,765,Friendly,0,0,0
stem,765,Neutral,0,0,0
stem,765,Rude,0,0,0
stem,765,Very Rude,0,0,0
stem,786,Very Friendly,100,100,100
stem,786,Friendly,100,100,100
stem,786,Neutral,100,100,100
stem,786,Rude,100,100,100
stem,786,Very Rude,100,100,100
stem,788,Very Friendly,0,0,0
stem,788,Friendly,0,0,0
stem,788,Neutral,0,0,0
stem,788,Rude,0,0,0
stem,788,Very Rude,0,0,0
stem,790,Very Friendly,0,0,0
stem,790,Friendly,100,100,100
stem,790,Neutral,100,100,100
stem,790,Rude,0,0,0
stem,790,Very Rude,0,0,0
stem,791,Very Friendly,0,0,0
stem,791,Friendly,0,0,0
stem,791,Neutral,0,0,0
stem,791,Rude,0,0,0
stem,791,Very Rude,0,0,0
stem,795,Very Friendly,0,0,0
stem,795,Friendly,0,0,0
stem,795,Neutral,0,0,0
stem,795,Rude,0,0,0
stem,795,Very Rude,0,0,0
stem,799,Very Friendly,0,0,0
stem,799,Friendly,0,0,0
stem,799,Neutral,0,0,0
stem,799,Rude,0,0,0
stem,799,Very Rude,0,0,0
stem,802,Very Friendly,0,0,0
stem,802,Friendly,0,0,0
stem,802,Neutral,0,0,0
stem,802,Rude,0,0,0
stem,802,Very Rude,0,0,0
stem,806,Very Friendly,0,0,0
stem,806,Friendly,0,0,0
stem,806,Neutral,0,0,0
stem,806,Rude,0,0,0
stem,806,Very Rude,0,0,0
stem,808,Very Friendly,0,0,0
stem,808,Friendly,0,0,0
stem,808,Neutral,0,0,0
stem,808,Rude,0,0,0
stem,808,Very Rude,0,0,0
stem,810,Very Friendly,0,0,0
stem,810,Friendly,0,0,0
stem,810,Neutral,0,0,0
stem,810,Rude,0,0,0
stem,810,Very Rude,0,0,0
stem,813,Very Friendly,0,0,0
stem,813,Friendly,0,0,0
stem,813,Neutral,0,0,0
stem,813,Rude,0,0,0
stem,813,Very Rude,0,0,0
stem,818,Very Friendly,0,0,0
stem,818,Friendly,0,0,0
stem,818,Neutral,0,0,0
stem,818,Rude,0,0,0
stem,818,Very Rude,0,0,0
stem,840,Very Friendly,100,100,100
stem,840,Friendly,100,100,100
stem,840,Neutral,100,100,100
stem,840,Rude,100,100,100
stem,840,Very Rude,100,100,100
stem,841,Very Friendly,0,0,0
stem,841,Friendly,0,0,0
stem,841,Neutral,0,0,0
stem,841,Rude,0,0,0
stem,841,Very Rude,0,0,0
stem,843,Very Friendly,0,0,0
stem,843,Friendly,0,0,0
stem,843,Neutral,0,0,0
stem,843,Rude,0,0,0
stem,843,Very Rude,0,0,0
stem,846,Very Friendly,0,100,0
stem,846,Friendly,100,100,100
stem,846,Neutral,0,0,0
stem,846,Rude,0,0,0
stem,846,Very Rude,0,0,0
stem,848,Very Friendly,100,100,100
stem,848,Friendly,100,100,100
stem,848,Neutral,100,100,100
stem,848,Rude,100,100,100
stem,848,Very Rude,100,100,100
stem,868,Very Friendly,0,0,0
stem,868,Friendly,0,0,0
stem,868,Neutral,0,0,0
stem,868,Rude,0,0,0
stem,868,Very Rude,0,0,0
stem,870,Very Friendly,0,0,0
stem,870,Friendly,0,0,0
stem,870,Neutral,0,0,0
stem,870,Rude,0,0,0
stem,870,Very Rude,0,0,0
stem,875,Very Friendly,0,0,0
stem,875,Friendly,0,0,0
stem,875,Neutral,0,0,0
stem,875,Rude,0,0,0
stem,875,Very Rude,0,0,0
stem,880,Very Friendly,0,0,0
stem,880,Friendly,0,0,0
stem,880,Neutral,0,0,0
stem,880,Rude,0,0,0
stem,880,Very Rude,0,0,0
stem,882,Very Friendly,100,100,100
stem,882,Friendly,100,100,100
stem,882,Neutral,100,100,100
stem,882,Rude,100,100,100
stem,882,Very Rude,100,100,100
stem,890,Very Friendly,0,0,0
stem,890,Friendly,0,0,0
stem,890,Neutral,0,0,0
stem,890,Rude,0,0,0
stem,890,Very Rude,0,0,0
stem,901,Very Friendly,0,0,0
stem,901,Friendly,0,0,0
stem,901,Neutral,0,0,0
stem,901,Rude,100,100,100
stem,901,Very Rude,0,0,0
stem,904,Very Friendly,0,0,0
stem,904,Friendly,0,0,0
stem,904,Neutral,0,0,0
stem,904,Rude,0,0,0
stem,904,Very Rude,0,0,0
stem,927,Very Friendly,0,0,0
stem,927,Friendly,0,0,0
stem,927,Neutral,0,0,0
stem,927,Rude,0,0,0
stem,927,Very Rude,0,0,0
stem,930,Very Friendly,0,0,0
stem,930,Friendly,0,0,0
stem,930,Neutral,0,0,0
stem,930,Rude,0,0,0
stem,930,Very Rude,100,100,100
stem,931,Very Friendly,0,0,0
stem,931,Friendly,0,0,0
stem,931,Neutral,0,0,0
stem,931,Rude,0,0,0
stem,931,Very Rude,0,0,0
stem,946,Very Friendly,100,100,100
stem,946,Friendly,100,100,100
stem,946,Neutral,100,100,100
stem,946,Rude,100,100,100
stem,946,Very Rude,100,100,100
stem,977,Very Friendly,100,100,100
stem,977,Friendly,100,100,100
stem,977,Neutral,100,100,100
stem,977,Rude,100,100,100
stem,977,Very Rude,100,100,100
stem,979,Very Friendly,100,100,100
stem,979,Friendly,100,100,100
stem,979,Neutral,100,100,100
stem,979,Rude,100,100,100
stem,979,Very Rude,100,100,100
stem,980,Very Friendly,100,100,100
stem,980,Friendly,100,100,100
stem,980,Neutral,100,100,100
stem,980,Rude,100,100,100
stem,980,Very Rude,100,100,100
stem,1000,Very Friendly,100,100,100
stem,1000,Friendly,100,100,100
stem,1000,Neutral,100,100,100
stem,1000,Rude,100,100,100
stem,1000,Very Rude,100,100,100
stem,1002,Very Friendly,100,100,100
stem,1002,Friendly,100,100,100
stem,1002,Neutral,100,100,100
stem,1002,Rude,100,100,100
stem,1002,Very Rude,100,100,100
stem,1004,Very Friendly,100,100,100
stem,1004,Friendly,100,100,100
stem,1004,Neutral,100,100,100
stem,1004,Rude,100,100,100
stem,1004,Very Rude,100,100,100
stem,1024,Very Friendly,100,100,100
stem,1024,Friendly,100,100,100
stem,1024,Neutral,100,100,100
stem,1024,Rude,100,100,100
stem,1024,Very Rude,100,100,100
stem,1026,Very Friendly,0,0,0
stem,1026,Friendly,0,0,0
stem,1026,Neutral,0,0,0
stem,1026,Rude,0,0,0
stem,1026,Very Rude,0,0,0
stem,1030,Very Friendly,100,100,100
stem,1030,Friendly,100,100,100
stem,1030,Neutral,100,100,100
stem,1030,Rude,100,100,100
stem,1030,Very Rude,100,100,100
stem,1035,Very Friendly,0,0,0
stem,1035,Friendly,100,100,100
stem,1035,Neutral,100,100,100
stem,1035,Rude,100,100,100
stem,1035,Very Rude,0,0,0
stem,1038,Very Friendly,100,100,100
stem,1038,Friendly,100,100,100
stem,1038,Neutral,100,100,100
stem,1038,Rude,100,100,100
stem,1038,Very Rude,100,100,100
stem,1042,Very Friendly,100,100,100
stem,1042,Friendly,100,100,100
stem,1042,Neutral,100,100,100
stem,1042,Rude,100,100,100
stem,1042,Very Rude,100,100,100
stem,1045,Very Friendly,100,100,100
stem,1045,Friendly,100,100,100
stem,1045,Neutral,100,100,100
stem,1045,Rude,100,100,100
stem,1045,Very Rude,100,100,100
stem,1056,Very Friendly,0,0,0
stem,1056,Friendly,0,0,0
stem,1056,Neutral,0,0,0
stem,1056,Rude,0,0,0
stem,1056,Very Rude,0,0,0
stem,1065,Very Friendly,100,100,100
stem,1065,Friendly,100,100,100
stem,1065,Neutral,100,100,100
stem,1065,Rude,0,0,0
stem,1065,Very Rude,100,100,100
stem,1069,Very Friendly,0,0,0
stem,1069,Friendly,0,0,0
stem,1069,Neutral,0,0,0
stem,1069,Rude,0,0,0
stem,1069,Very Rude,0,0,0
stem,1072,Very Friendly,100,100,100
stem,1072,Friendly,100,100,100
stem,1072,Neutral,100,100,100
stem,1072,Rude,100,100,100
stem,1072,Very Rude,100,100,100
stem,1076,Very Friendly,0,0,0
stem,1076,Friendly,0,0,0
stem,1076,Neutral,0,0,0
stem,1076,Rude,0,0,0
stem,1076,Very Rude,0,0,0
stem,1090,Very Friendly,100,100,100
stem,1090,Friendly,100,100,100
stem,1090,Neutral,100,100,100
stem,1090,Rude,100,100,100
stem,1090,Very Rude,100,100,100
stem,1101,Very Friendly,0,0,0
stem,1101,Friendly,0,0,0
stem,1101,Neutral,0,0,0
stem,1101,Rude,0,0,0
stem,1101,Very Rude,0,0,0
stem,1103,Very Friendly,0,0,0
stem,1103,Friendly,0,0,0
stem,1103,Neutral,0,0,0
stem,1103,Rude,0,0,0
stem,1103,Very Rude,0,0,0
stem,1106,Very Friendly,0,0,0
stem,1106,Friendly,0,0,0
stem,1106,Neutral,100,100,100
stem,1106,Rude,0,0,0
stem,1106,Very Rude,100,100,100
stem,1114,Very Friendly,100,100,100
stem,1114,Friendly,100,100,100
stem,1114,Neutral,100,100,100
stem,1114,Rude,100,100,100
stem,1114,Very Rude,100,100,100
stem,1115,Very Friendly,0,0,0
stem,1115,Friendly,0,0,0
stem,1115,Neutral,100,100,100
stem,1115,Rude,0,0,0
stem,1115,Very Rude,0,0,0
stem,1126,Very Friendly,100,100,100
stem,1126,Friendly,100,100,100
stem,1126,Neutral,100,100,100
stem,1126,Rude,100,100,100
stem,1126,Very Rude,100,100,100
stem,1135,Very Friendly,0,0,0
stem,1135,Friendly,0,0,0
stem,1135,Neutral,0,0,0
stem,1135,Rude,0,0,0
stem,1135,Very Rude,0,0,0
stem,1147,Very Friendly,100,100,100
stem,1147,Friendly,100,100,100
stem,1147,Neutral,100,100,100
stem,1147,Rude,100,100,100
stem,1147,Very Rude,100,100,100
stem,1150,Very Friendly,100,100,100
stem,1150,Friendly,100,100,100
stem,1150,Neutral,100,100,100
stem,1150,Rude,100,100,100
stem,1150,Very Rude,100,100,100
stem,1158,Very Friendly,100,100,100
stem,1158,Friendly,100,100,100
stem,1158,Neutral,100,100,100
stem,1158,Rude,100,100,100
stem,1158,Very Rude,100,100,100
stem,1174,Very Friendly,0,0,0
stem,1174,Friendly,0,0,0
stem,1174,Neutral,0,0,0
stem,1174,Rude,0,0,0
stem,1174,Very Rude,0,0,0
stem,1175,Very Friendly,0,0,0
stem,1175,Friendly,0,0,0
stem,1175,Neutral,0,0,0
stem,1175,Rude,0,0,0
stem,1175,Very Rude,0,0,0
stem,1178,Very Friendly,100,100,100
stem,1178,Friendly,100,100,100
stem,1178,Neutral,100,100,100
stem,1178,Rude,100,100,100
stem,1178,Very Rude,100,100,100
stem,1193,Very Friendly,0,0,0
stem,1193,Friendly,100,100,100
stem,1193,Neutral,100,100,100
stem,1193,Rude,100,100,100
stem,1193,Very Rude,100,100,100
stem,1196,Very Friendly,100,100,100
stem,1196,Friendly,100,100,100
stem,1196,Neutral,100,100,100
stem,1196,Rude,100,100,100
stem,1196,Very Rude,100,100,100
stem,1205,Very Friendly,100,100,100
stem,1205,Friendly,100,100,100
stem,1205,Neutral,100,100,100
stem,1205,Rude,100,100,100
stem,1205,Very Rude,100,100,100
stem,1207,Very Friendly,0,0,0
stem,1207,Friendly,0,0,0
stem,1207,Neutral,0,0,0
stem,1207,Rude,0,0,0
stem,1207,Very Rude,100,100,100
stem,1208,Very Friendly,100,100,100
stem,1208,Friendly,100,100,100
stem,1208,Neutral,100,100,100
stem,1208,Rude,100,100,100
stem,1208,Very Rude,100,100,100
stem,1217,Very Friendly,100,100,100
stem,1217,Friendly,100,100,100
stem,1217,Neutral,100,100,100
stem,1217,Rude,100,100,100
stem,1217,Very Rude,0,0,0
stem,1221,Very Friendly,100,100,100
stem,1221,Friendly,100,100,100
stem,1221,Neutral,100,100,100
stem,1221,Rude,100,100,100
stem,1221,Very Rude,100,100,100
stem,1226,Very Friendly,0,0,0
stem,1226,Friendly,100,100,100
stem,1226,Neutral,100,100,100
stem,1226,Rude,0,0,0
stem,1226,Very Rude,0,0,0
stem,1232,Very Friendly,0,0,0
stem,1232,Friendly,0,0,0
stem,1232,Neutral,0,0,0
stem,1232,Rude,0,0,0
stem,1232,Very Rude,0,0,0
stem,1238,Very Friendly,0,0,0
stem,1238,Friendly,0,0,0
stem,1238,Neutral,0,0,0
stem,1238,Rude,0,0,0
stem,1238,Very Rude,0,0,0
stem,1243,Very Friendly,0,0,0
stem,1243,Friendly,0,0,0
stem,1243,Neutral,0,0,0
stem,1243,Rude,0,0,0
stem,1243,Very Rude,0,0,0
stem,1252,Very Friendly,100,100,100
stem,1252,Friendly,0,0,0
stem,1252,Neutral,100,100,100
stem,1252,Rude,100,100,100
stem,1252,Very Rude,0,0,0
stem,1256,Very Friendly,100,100,100
stem,1256,Friendly,100,100,100
stem,1256,Neutral,100,100,100
stem,1256,Rude,0,0,0
stem,1256,Very Rude,0,0,0
stem,1261,Very Friendly,0,0,0
stem,1261,Friendly,0,0,0
stem,1261,Neutral,0,0,0
stem,1261,Rude,0,0,0
stem,1261,Very Rude,0,0,0
stem,1265,Very Friendly,0,0,0
stem,1265,Friendly,0,0,0
stem,1265,Neutral,0,0,0
stem,1265,Rude,0,0,0
stem,1265,Very Rude,0,0,0
stem,1269,Very Friendly,100,100,100
stem,1269,Friendly,100,100,100
stem,1269,Neutral,100,100,100
stem,1269,Rude,100,100,100
stem,1269,Very Rude,100,100,100
stem,1270,Very Friendly,100,100,100
stem,1270,Friendly,0,0,0
stem,1270,Neutral,100,100,100
stem,1270,Rude,100,100,100
stem,1270,Very Rude,100,100,100
stem,1271,Very Friendly,0,0,0
stem,1271,Friendly,0,0,0
stem,1271,Neutral,0,0,0
stem,1271,Rude,0,0,0
stem,1271,Very Rude,0,0,0
stem,1296,Very Friendly,100,100,100
stem,1296,Friendly,100,100,100
stem,1296,Neutral,100,100,100
stem,1296,Rude,100,100,100
stem,1296,Very Rude,100,100,100
stem,1299,Very Friendly,0,0,0
stem,1299,Friendly,0,0,0
stem,1299,Neutral,0,0,0
stem,1299,Rude,0,0,0
stem,1299,Very Rude,0,0,0
stem,1308,Very Friendly,100,100,100
stem,1308,Friendly,100,100,100
stem,1308,Neutral,100,100,100
stem,1308,Rude,100,100,100
stem,1308,Very Rude,100,100,100
stem,1314,Very Friendly,100,100,100
stem,1314,Friendly,100,100,100
stem,1314,Neutral,100,100,100
stem,1314,Rude,100,100,100
stem,1314,Very Rude,100,100,100
stem,1317,Very Friendly,100,100,100
stem,1317,Friendly,100,100,100
stem,1317,Neutral,100,100,100
stem,1317,Rude,100,100,100
stem,1317,Very Rude,100,100,100
stem,1318,Very Friendly,0,0,0
stem,1318,Friendly,0,0,0
stem,1318,Neutral,0,0,0
stem,1318,Rude,0,0,0
stem,1318,Very Rude,0,0,0
stem,1322,Very Friendly,100,100,100
stem,1322,Friendly,100,100,100
stem,1322,Neutral,100,100,100
stem,1322,Rude,100,100,100
stem,1322,Very Rude,100,100,100
stem,1323,Very Friendly,100,100,100
stem,1323,Friendly,100,100,100
stem,1323,Neutral,100,100,100
stem,1323,Rude,100,100,100
stem,1323,Very Rude,100,100,100
stem,1324,Very Friendly,100,100,100
stem,1324,Friendly,100,100,100
stem,1324,Neutral,100,100,100
stem,1324,Rude,100,100,100
stem,1324,Very Rude,100,100,100
stem,1327,Very Friendly,100,100,100
stem,1327,Friendly,100,100,100
stem,1327,Neutral,100,100,100
stem,1327,Rude,100,100,100
stem,1327,Very Rude,100,100,100
stem,1335,Very Friendly,0,0,0
stem,1335,Friendly,0,0,0
stem,1335,Neutral,0,0,0
stem,1335,Rude,0,0,0
stem,1335,Very Rude,0,0,0
stem,1352,Very Friendly,100,100,100
stem,1352,Friendly,100,100,100
stem,1352,Neutral,100,100,100
stem,1352,Rude,100,100,100
stem,1352,Very Rude,100,100,100
stem,1353,Very Friendly,100,100,100
stem,1353,Friendly,100,100,100
stem,1353,Neutral,100,100,100
stem,1353,Rude,100,100,100
stem,1353,Very Rude,100,100,100
stem,1360,Very Friendly,100,100,100
stem,1360,Friendly,100,100,100
stem,1360,Neutral,100,100,100
stem,1360,Rude,100,100,100
stem,1360,Very Rude,100,100,100
stem,1361,Very Friendly,100,100,100
stem,1361,Friendly,0,0,0
stem,1361,Neutral,0,0,0
stem,1361,Rude,100,100,100
stem,1361,Very Rude,100,100,100
stem,1362,Very Friendly,0,0,0
stem,1362,Friendly,0,0,0
stem,1362,Neutral,0,0,0
stem,1362,Rude,0,0,0
stem,1362,Very Rude,0,0,0
stem,1378,Very Friendly,100,100,100
stem,1378,Friendly,100,100,100
stem,1378,Neutral,100,100,100
stem,1378,Rude,100,100,100
stem,1378,Very Rude,100,100,100
stem,1379,Very Friendly,0,0,0
stem,1379,Friendly,0,0,0
stem,1379,Neutral,0,0,0
stem,1379,Rude,0,0,0
stem,1379,Very Rude,100,100,100
stem,1386,Very Friendly,0,0,0
stem,1386,Friendly,0,0,0
stem,1386,Neutral,0,0,0
stem,1386,Rude,0,0,0
stem,1386,Very Rude,0,0,0
stem,1403,Very Friendly,0,0,0
stem,1403,Friendly,0,0,0
stem,1403,Neutral,0,0,0
stem,1403,Rude,0,0,0
stem,1403,Very Rude,0,0,0
stem,1408,Very Friendly,0,0,0
stem,1408,Friendly,0,0,0
stem,1408,Neutral,0,0,0
stem,1408,Rude,0,0,0
stem,1408,Very Rude,0,0,0
stem,1412,Very Friendly,100,100,100
stem,1412,Friendly,100,100,100
stem,1412,Neutral,0,0,0
stem,1412,Rude,100,100,100
stem,1412,Very Rude,100,100,100
stem,1426,Very Friendly,0,0,0
stem,1426,Friendly,0,0,0
stem,1426,Neutral,100,100,100
stem,1426,Rude,0,0,0
stem,1426,Very Rude,0,0,0
stem,1433,Very Friendly,0,0,0
stem,1433,Friendly,0,0,0
stem,1433,Neutral,0,0,0
stem,1433,Rude,0,0,0
stem,1433,Very Rude,0,0,0
stem,1452,Very Friendly,0,0,0
stem,1452,Friendly,100,100,100
stem,1452,Neutral,0,0,0
stem,1452,Rude,100,100,100
stem,1452,Very Rude,100,100,100
stem,1455,Very Friendly,0,0,0
stem,1455,Friendly,0,0,0
stem,1455,Neutral,0,0,0
stem,1455,Rude,0,0,0
stem,1455,Very Rude,0,0,0
stem,1466,Very Friendly,0,0,0
stem,1466,Friendly,100,100,100
stem,1466,Neutral,100,100,100
stem,1466,Rude,100,100,100
stem,1466,Very Rude,0,0,0
stem,1468,Very Friendly,100,100,100
stem,1468,Friendly,100,100,100
stem,1468,Neutral,100,100,100
stem,1468,Rude,100,100,100
stem,1468,Very Rude,100,100,100
stem,1473,Very Friendly,100,100,100
stem,1473,Friendly,100,100,100
stem,1473,Neutral,100,100,100
stem,1473,Rude,100,100,100
stem,1473,Very Rude,100,100,100
stem,1475,Very Friendly,100,100,100
stem,1475,Friendly,100,100,100
stem,1475,Neutral,100,100,100
stem,1475,Rude,100,100,100
stem,1475,Very Rude,100,100,100
stem,1476,Very Friendly,100,100,100
stem,1476,Friendly,100,100,100
stem,1476,Neutral,100,100,100
stem,1476,Rude,100,100,100
stem,1476,Very Rude,100,100,100
stem,1481,Very Friendly,0,0,0
stem,1481,Friendly,0,0,0
stem,1481,Neutral,0,0,0
stem,1481,Rude,0,0,0
stem,1481,Very Rude,0,0,0
stem,1484,Very Friendly,0,0,0
stem,1484,Friendly,0,0,0
stem,1484,Neutral,0,0,0
stem,1484,Rude,0,0,0
